member_id,first_name,last_name,date_of_birth,gender,email,phone_number,address,city,state,zip_code,policy_start_date,deductible_amount,primary_care_physician,emergency_contact_name,emergency_contact_phone
897556de-f535-4e86-8f2d-71ec2f40b239,Chrissie,McGeouch,1959-12-15,Male,cmcgeouch0@zimbio.com,202-185-3378,25 Union Trail,Washington,DC,20337,2022-05-11,1589.65,Chrissie McGeouch,Chrissie McGeouch,480-198-8808
4ee2956b-7399-4524-855a-6493a2545663,Regen,Cheatle,2001-01-02,Male,rcheatle1@businessweek.com,361-178-0569,36 Delladonna Hill,Corpus Christi,TX,78470,2018-05-23,1429.24,Regen Cheatle,Regen Cheatle,818-225-7820
a4ada9e7-b78f-4afd-8950-9f947b43ee02,Beryle,O'Donnelly,2021-05-26,Female,bodonnelly2@mit.edu,816-337-8592,6 Grim Plaza,Kansas City,MO,64144,2020-07-25,869.81,Beryle O'Donnelly,Beryle O'Donnelly,314-375-3981
6bf0a565-1500-47f0-924d-17907b6efefa,Alexis,Chambers,1994-08-20,Male,achambers3@google.com.au,330-621-4232,66014 Lunder Circle,Canton,OH,44705,2006-08-09,4606.02,Alexis Chambers,Alexis Chambers,310-114-9908
de1fd096-8ce0-4f8e-9519-d4c52ff3dc0b,Rosabelle,Conibere,1950-08-02,Female,rconibere4@g.co,215-290-1706,456 Quincy Center,Philadelphia,PA,19184,1997-10-12,3770.2,Rosabelle Conibere,Rosabelle Conibere,585-131-9488
1fefaad9-912a-4242-a640-01367934b788,Ninnette,Moules,1986-04-14,Female,nmoules5@icq.com,714-202-8541,760 Morrow Center,Santa Ana,CA,92725,2007-11-29,3636.24,Ninnette Moules,Ninnette Moules,520-181-3301
4f989d3d-e835-46d8-842a-223c22bcd2ee,Finlay,Chatainier,2004-06-26,Male,fchatainier6@techcrunch.com,618-328-9192,09 Hovde Center,East Saint Louis,IL,62205,2010-03-13,595.62,Finlay Chatainier,Finlay Chatainier,305-413-8209
b8d2d976-aca9-4ed4-a900-84c21ae2c185,Rae,Sherwill,1953-04-30,Female,rsherwill7@chicagotribune.com,509-347-1052,7 Sugar Hill,Spokane,WA,99205,2013-10-28,1289.54,Rae Sherwill,Rae Sherwill,512-869-2776
72803f85-ff89-4ddb-bec6-dcc33f5031e1,Staffard,Waterson,1964-09-03,Male,swaterson8@de.vu,315-591-2222,48 Shoshone Pass,Syracuse,NY,13251,2006-11-21,4738.27,Staffard Waterson,Staffard Waterson,713-837-7772
08fb76f3-a61e-43ec-818a-52e485aeaab7,Auria,Milsom,1988-12-07,Female,amilsom9@jigsy.com,410-959-4696,25 High Crossing Way,Baltimore,MD,21275,2009-10-04,2660.69,Auria Milsom,Auria Milsom,304-872-7838
ee9382c3-e23c-4a05-b241-cb33ca7c66ee,Frannie,Margrett,1958-01-18,Female,fmargretta@yolasite.com,559-638-7169,39 Laurel Trail,Fresno,CA,93794,2016-07-16,2005.84,Frannie Margrett,Frannie Margrett,434-981-9401
ea331a5e-47cf-4ce6-a670-2e4cd6ee505e,Baily,MacLese,1986-07-29,Male,bmacleseb@tinyurl.com,719-225-5550,15 Hagan Pass,Pueblo,CO,81005,2012-02-10,2311.58,Baily MacLese,Baily MacLese,352-167-8916
7c91e907-2e11-48ed-8006-be63e2d21cf9,Jonah,Tertre,1969-04-25,Male,jtertrec@nhs.uk,757-963-3781,8 Esch Place,Newport News,VA,23612,2000-06-27,4442.29,Jonah Tertre,Jonah Tertre,860-413-8157
094924c8-dd22-4dee-bc0d-50baef3b9276,Der,Gorler,1976-07-08,Male,dgorlerd@businesswire.com,775-177-2740,0 Harper Hill,Sparks,NV,89436,2002-10-09,3811.15,Der Gorler,Der Gorler,415-925-6579
e608d3c2-7990-49f6-87a1-2141d79f7295,Dulcia,Galway,1968-04-17,Female,dgalwaye@lulu.com,910-612-0447,633 Kennedy Court,Wilmington,NC,28405,2001-09-28,3683.67,Dulcia Galway,Dulcia Galway,361-998-1576
876e921f-63d2-48e4-bde8-9d2281bfd559,Peterus,Vasnetsov,1964-02-05,Male,pvasnetsovf@etsy.com,646-286-4739,69926 Oak Valley Parkway,New York City,NY,10099,2010-06-10,1294.86,Peterus Vasnetsov,Peterus Vasnetsov,757-105-6047
340a39f4-b956-4e24-bc29-649194f6284a,Nanete,MacFarlane,1989-11-02,Female,nmacfarlaneg@go.com,214-241-3317,06081 Eggendart Hill,Dallas,TX,75397,2023-03-07,4155.58,Nanete MacFarlane,Nanete MacFarlane,806-264-3142
2f9ffe53-e651-4488-93fb-683da0d299bd,Bent,Huegett,1992-03-05,Male,bhuegetth@amazonaws.com,504-648-7721,77938 Becker Plaza,Metairie,LA,70005,2014-03-11,1551.89,Bent Huegett,Bent Huegett,713-332-6165
f657ceb5-078c-44d1-ade8-05d3327cc463,Jessey,Odda,1976-02-17,Male,joddai@cdc.gov,251-275-6804,64628 Algoma Road,Mobile,AL,36689,2008-01-06,3349.69,Jessey Odda,Jessey Odda,410-198-2376
586fb533-d61d-45bf-8f00-862b01be7e73,Brent,Fossett,1998-11-08,Male,bfossettj@bigcartel.com,501-536-2590,67204 Bluejay Way,Little Rock,AR,72215,2006-06-02,1015.61,Brent Fossett,Brent Fossett,412-891-2022
6a9526d7-6776-4a61-bfe6-db1fdd95cb5e,Wells,Potkin,2011-01-29,Male,wpotkink@youtube.com,704-902-1124,1 Gale Crossing,Charlotte,NC,28256,2012-11-27,830.82,Wells Potkin,Wells Potkin,616-725-1140
1291c520-3e79-4340-a4dd-f3c543e9c081,Terra,Tatlowe,1991-12-19,Female,ttatlowel@discovery.com,713-835-9324,4 Boyd Road,Houston,TX,77035,2004-10-07,1617.56,Terra Tatlowe,Terra Tatlowe,763-731-7399
b79c9714-294c-4054-8839-0ceff24ea817,Cordula,Quakley,2019-09-01,Female,cquakleym@studiopress.com,469-164-3851,09120 Hollow Ridge Plaza,Garland,TX,75044,2020-02-19,3245.19,Cordula Quakley,Cordula Quakley,914-156-3095
19e1870c-eb42-45f5-a7e3-6be08dfc7568,Cooper,Sutlieff,2003-11-12,Male,csutlieffn@apache.org,904-650-9642,6 Tennyson Avenue,Jacksonville,FL,32244,2021-06-11,3773.83,Cooper Sutlieff,Cooper Sutlieff,806-682-8664
7622552e-3faa-43fc-971a-3cc337ab64d7,Mackenzie,Ovendale,2001-04-16,Male,movendaleo@e-recht24.de,251-338-7279,85 Mayer Alley,Mobile,AL,36610,2005-02-20,4192.97,Mackenzie Ovendale,Mackenzie Ovendale,303-429-2711
3b0e71ca-a407-4e1e-8ef6-86b78241c6b8,Arliene,Ephson,2014-12-20,Genderqueer,aephsonp@boston.com,816-783-5094,25402 Elgar Drive,Kansas City,MO,64190,2020-08-27,649.53,Arliene Ephson,Arliene Ephson,618-649-8558
f7f7fc78-0853-4564-a019-48125237d045,Thoma,Server,1986-03-07,Male,tserverq@hostgator.com,702-958-9046,1509 Reinke Plaza,Las Vegas,NV,89166,2016-12-08,4503.72,Thoma Server,Thoma Server,561-284-9812
12f02eed-a06d-471b-88de-149900c94ff9,Harv,Crutchley,1961-02-15,Male,hcrutchleyr@sbwire.com,703-137-4682,9 Melrose Center,Washington,DC,20041,2004-02-25,4240.05,Harv Crutchley,Harv Crutchley,832-675-7617
0b868354-e988-4fbf-a8c6-b22809f49594,Dorian,Allkins,1965-11-14,Female,dallkinss@nymag.com,949-520-9034,48843 Utah Parkway,Orange,CA,92867,1998-03-20,1250.03,Dorian Allkins,Dorian Allkins,540-652-5390
466dd2ee-13e5-46e7-a4e7-28002b7acbbf,Clevie,Ragsdall,1976-11-10,Male,cragsdallt@guardian.co.uk,803-918-5581,05265 Fallview Road,Columbia,SC,29215,2008-09-11,1676.67,Clevie Ragsdall,Clevie Ragsdall,212-140-4795
5ac5d23d-bd57-4b96-a424-1e2bc8b7935d,Frasco,Gooddie,1963-07-22,Male,fgooddieu@eepurl.com,937-101-6256,7 Lakewood Avenue,Springfield,OH,45505,2008-12-27,1596.37,Frasco Gooddie,Frasco Gooddie,919-499-1771
7f475a81-6927-4238-b2d7-3ab7c8d406da,Lynna,Siemantel,1954-05-21,Female,lsiemantelv@biblegateway.com,920-267-3941,9 North Drive,Green Bay,WI,54305,2017-11-19,3568.06,Lynna Siemantel,Lynna Siemantel,267-631-2487
b4ed9441-9cfd-4bbf-9610-4ca3c1c35f5c,Cristina,Brotherhead,2008-01-14,Female,cbrotherheadw@soundcloud.com,641-904-7834,60171 Shelley Drive,Des Moines,IA,50315,2011-03-28,2962.68,Cristina Brotherhead,Cristina Brotherhead,301-723-2585
747e533f-7848-41cb-9c96-57c688e65148,Melinde,Iacovaccio,1987-09-16,Female,miacovacciox@studiopress.com,202-426-3760,67 Mesta Parkway,Washington,DC,20575,2001-04-08,1084.22,Melinde Iacovaccio,Melinde Iacovaccio,512-642-5658
29441569-c82d-46ac-a759-2aaa2db6508b,Jsandye,Haborn,1963-04-18,Female,jhaborny@intel.com,901-495-7877,78251 Sutherland Lane,Memphis,TN,38136,2006-12-26,1013.41,Jsandye Haborn,Jsandye Haborn,831-157-9451
bb441f3d-2bb3-4bea-b3c3-bee6637b05ee,Korie,Willatt,2022-08-30,Female,kwillattz@si.edu,508-424-6017,803 Forest Dale Junction,Brockton,MA,02305,1999-06-04,1077.92,Korie Willatt,Korie Willatt,718-575-5649
0f25fabd-7b3d-450f-a44b-1cfd56444e08,Cortney,Skrzynski,2017-08-05,Female,cskrzynski10@jugem.jp,651-772-9478,53 Division Way,Saint Paul,MN,55146,2014-02-10,525.22,Cortney Skrzynski,Cortney Skrzynski,208-764-1833
65c1a522-97f4-4eb6-a407-de8d954f71e1,Guthry,Jiruca,1963-12-27,Male,gjiruca11@weebly.com,808-222-2009,75 Doe Crossing Hill,Honolulu,HI,96815,2011-06-20,3038.43,Guthry Jiruca,Guthry Jiruca,704-327-0068
ca120ca7-86ea-47e0-a822-d78ec52dd2fd,Vail,Fordy,1960-01-20,Male,vfordy12@jalbum.net,602-743-7087,0811 School Circle,Phoenix,AZ,85062,1995-01-09,1792.92,Vail Fordy,Vail Fordy,408-846-1993
45b7ba72-928c-44e4-bf1d-ef1f1a061296,Barbee,Blinerman,1958-02-28,Female,bblinerman13@bizjournals.com,937-500-0965,78376 Prairie Rose Drive,Dayton,OH,45426,2013-07-18,2269.31,Barbee Blinerman,Barbee Blinerman,612-984-1255
cceca316-63c8-4f89-8c2c-39f45f7637ed,Corbie,MacIlwrick,1950-03-09,Male,cmacilwrick14@mit.edu,360-550-5579,86 Bunker Hill Street,Seattle,WA,98158,2021-07-16,4618.79,Corbie MacIlwrick,Corbie MacIlwrick,806-427-1303
96c58fbf-f5d9-4b98-82ac-555fc88d0651,Skelly,Bentke,1955-10-19,Male,sbentke15@globo.com,951-460-4799,95 Shoshone Avenue,Moreno Valley,CA,92555,2010-01-29,1335.0,Skelly Bentke,Skelly Bentke,504-506-1718
cd0ffc40-fbb8-4fc9-8d73-3b30808e140f,Phillie,Ross,1987-07-28,Female,pross16@yandex.ru,205-251-4883,720 Lakeland Junction,Birmingham,AL,35215,2000-07-10,2920.61,Phillie Ross,Phillie Ross,305-464-1772
1a7b2c7d-4eaa-47d3-81a7-f0c2bfb74a7e,Vinny,Gardiner,2009-07-27,Female,vgardiner17@cdc.gov,912-983-3210,705 Barnett Trail,Savannah,GA,31410,2007-04-28,4694.61,Vinny Gardiner,Vinny Gardiner,203-471-2705
7fcfc395-a089-473c-95f8-85780949e22f,Iago,Jebb,1958-02-04,Male,ijebb18@mediafire.com,941-334-8775,98910 Barby Road,Naples,FL,34102,2003-03-16,2862.05,Iago Jebb,Iago Jebb,718-608-4329
aa5ee68d-7ef6-4103-8188-fe31c5422e71,Yoko,Petters,2017-06-08,Female,ypetters19@java.com,949-647-2721,3412 Lukken Lane,Orange,CA,92867,2011-05-07,4787.31,Yoko Petters,Yoko Petters,804-190-6439
862b263a-d6d6-4295-8b77-38e5884d9225,Murdoch,Colquyte,2005-11-21,Male,mcolquyte1a@example.com,202-643-4448,7 Meadow Vale Terrace,Washington,DC,20409,2016-09-27,2764.63,Murdoch Colquyte,Murdoch Colquyte,808-273-9346
